"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-03","11.18",,"0.00","0.0","0.0","74","77","68","   60","   60","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-04","11.86",,"0.00","0.0","0.0","72","80","65","   50","   50","17.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-05","15.88",,"0.00","0.0","0.0","72","84","65","   10","   10","23.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-06","21.03",,"0.16","0.0","0.0","76","78","70","   20","   10","28.0","40.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-07","13.65",,"0.01","0.0","0.0","76","86","70","   10","   10","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-08","6.26",,"0.00","0.0","0.0","77","82","70","  180","  160","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-09","8.50",,"0.00","0.0","0.0","83","91","77","  230","  230","16.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-10","11.86",,"0.00","0.0","0.0","80","86","75","  180","  170","25.1","32.0",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-11","14.99",,"0.00","0.0","0.0","79","85","68","  320","  320","25.9","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-12","9.62",,"0.00","0.0","0.0","70","77","60","  160","  170","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-13","10.96",,"0.00","0.0","0.0","70","78","63","  180","  150","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-14","11.86",,"0.43","0.0","0.0","74","83","68","  320","  330","30.0","38.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-15","9.40",,"0.00","0.0","0.0","69","75","62","   20","  360","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-16","7.61",,"0.00","0.0","0.0","66","74","56","  150","  140","16.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-17","8.50",,"0.00","0.0","0.0","66","75","56","  190","  180","18.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-18","10.74",,"0.00","0.0","0.0","74","80","69","  180","  180","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-19","5.37",,"0.97","0.0","0.0","73","74","70","  130","  130","18.1","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-20","4.92",,"0.00","0.0","0.0","73","82","69","  360","  270","13.0","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-21","4.47",,"0.00","0.0","0.0","73","85","65","   10","  360","16.1","21.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-22","6.26",,"0.00","0.0","0.0","73","83","62","  150","  120","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-23","6.04",,"0.00","0.0","0.0","71","79","61","   10","  360","21.0","23.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-24","9.84",,"0.29","0.0","0.0","67","72","58","   30","   30","21.9","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-25","6.26",,"0.00","0.0","0.0","62","70","53","  360","  330","16.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-26","11.41",,"0.00","0.0","0.0","62","72","51","  190","  190","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-27","9.62",,"0.18","0.0","0.0","70","75","61","  200","  200","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-28","13.42",,"0.00","0.0","0.0","65","70","59","   40","   60","23.0","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-29","16.78",,"0.02","0.0","0.0","62","64","59","   50","   30","29.1","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-09-30","18.12",,"0.31","0.0","0.0","61","62","59","   50","   60","25.9","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-01","13.42",,"0.01","0.0","0.0","60","63","58","   40","   30","18.1","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-02","4.70",,"0.00","0.0","0.0","61","65","58","   40","   40","12.1","13.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-03","5.14",,"0.00","0.0","0.0","65","73","61","  200","  180","10.1","13.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-04","10.07",,"0.00","0.0","0.0","65","70","57","   30","   50","18.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-05","6.71",,"0.00","0.0","0.0","60","69","51","   40","   40","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-06","5.14",,"0.00","0.0","0.0","60","71","52","  200","  200","12.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-07","5.82",,"0.00","0.0","0.0","61","73","52","  120","  130","14.1","17.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-08","5.14",,"0.49","0.0","0.0","62","71","55","  140","  150","12.1","13.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-09","19.24",,"0.84","0.0","0.0","60","66","53","  360","   10","30.0","40.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-10","14.09",,"0.00","0.0","0.0","55","64","47","  350","  350","29.1","38.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-11","6.49",,"0.00","0.0","0.0","54","63","45","  150","  220","12.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-12","5.82",,"0.00","0.0","0.0","57","66","49","  140","  140","12.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-13","8.95",,"0.01","0.0","0.0","59","70","50","  340","  330","19.9","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-14","8.50",,"0.00","0.0","0.0","56","63","47","  360","   10","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-15","7.16",,"0.00","0.0","0.0","54","64","45","  200","  150","13.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-16","10.51",,"0.00","0.0","0.0","60","69","51","  240","  230","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-17","7.83",,"0.00","0.0","0.0","67","75","61","  190","  190","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-18","11.63",,"0.00","0.0","0.0","67","75","61","  180","  190","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-19","8.05",,"0.00","0.0","0.0","73","86","61","  360","  360","15.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-20","11.41",,"0.00","0.0","0.0","67","72","59","  100","  100","21.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-21","6.49",,"0.92","0.0","0.0","68","73","60","  150","  150","21.9","29.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-22","20.36",,"0.37","0.0","0.0","55","60","48","  280","  280","32.0","44.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-23","17.22",,"0.00","0.0","0.0","54","64","46","  290","  280","35.1","42.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-24","15.66",,"0.00","0.0","0.0","59","66","48","  290","  300","29.1","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-25","16.55",,"0.00","0.0","0.0","51","54","44","  310","  310","29.1","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-26","11.18",,"0.00","0.0","0.0","46","53","40","  340","  350","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-27","12.75",,"0.54","0.0","0.0","46","62","42","  180","  180","23.9","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-28","19.69",,"0.00","0.0","0.0","51","57","43","  310","  320","35.1","45.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-29","8.95",,"0.00","0.0","0.0","49","63","39","  220","  220","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-30","10.74",,"0.15","0.0","0.0","66","73","56","  320","  340","31.1","42.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-10-31","11.63",,"0.00","0.0","0.0","53","57","44","  340","  330","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-01","7.83",,"0.00","0.0","0.0","49","59","40","  210","  210","16.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-02","9.84",,"0.00","0.0","0.0","59","68","53","  230","  240","16.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-03","12.53",,"0.00","0.0","0.0","63","73","57","  330","  320","30.0","36.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-04","12.97",,"0.00","0.0","0.0","58","63","49","  360","  360","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-05","10.29",,"0.00","0.0","0.0","54","65","44","  320","  320","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-06","16.11",,"0.00","0.0","0.0","56","61","45","   20","   10","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-07","9.17",,"0.00","0.0","0.0","48","55","39","   40","   30","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-08","5.82",,"0.00","0.0","0.0","52","67","39","  240","  190","10.1","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-09","8.50",,"0.01","0.0","0.0","55","60","50","  350","  340","28.0","33.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-10","12.97",,"0.00","0.0","0.0","50","58","41","  350","  350","25.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-11","20.58",,"0.00","0.0","0.0","55","66","42","  320","  310","36.9","48.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-12","11.86",,"0.00","0.0","0.0","44","52","37","  340","  340","23.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-13","11.41",,"0.00","0.0","0.0","49","62","40","  250","  250","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-14","6.71",,"0.00","0.0","0.0","51","59","41","  200","  210","14.1","15.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-15","13.87",,"1.23","0.0","0.0","51","54","48","  350","  350","30.0","36.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-16","11.41",,"0.00","0.0","0.0","52","62","45","  230","  280","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-17","11.41",,"0.00","0.0","0.0","56","63","49","  360","  360","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-18","7.16",,"0.00","0.0","0.0","54","67","44","  350","  350","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-19","9.17",,"0.07","0.0","0.0","53","60","42","  300","  270","33.1","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-20","24.16",,"0.27","0.0","0.0","44","44","37","  270","  260","36.9","49.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-21","24.16",,"0.00","0.0","0.0","40","42","38","  300","  280","35.1","51.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-22","23.26",,"0.00","0.0","0.0","40","44","38","  310","  320","35.1","42.9",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-23","11.41",,"0.00","0.0","0.0","40","47","36","  330","  330","21.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-24","6.93",,"0.00","0.0","0.0","44","51","38","  350","   90","12.1","15.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-25","4.03",,"0.00","0.0","0.0","49","55","46","  260","  260","13.0","15.0",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-26","12.08",,"0.00","0.0","0.0","50","53","43","  320","  320","21.9","25.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-27","13.20",,"0.00","0.0","0.0","45","53","41","  320","  300","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-28","8.50",,"0.00","0.0","0.0","45","52","37","  190","  200","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-29","14.76",,"1.42","0.0","0.0","55","60","52","  180","  170","30.0","38.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-11-30","9.17",,"0.48","0.0","0.0","56","59","51","   80","  100","29.1","35.1","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-01","17.22",,"0.03","0.0","0.0","55","57","44","  270","  300","29.1","36.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-02","18.34",,"0.00","0.0","0.0","47","53","41","  270","  270","25.9","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-03","19.01",,"0.00","0.0","0.0","46","50","42","  310","  320","31.1","40.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-04","11.41",,"0.00","0.0","0.0","44","48","39","  330","  330","19.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-05","10.96",,"0.22","0.0","0.0","44","52","40","  300","  290","23.0","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-06","8.95",,"0.37","0.0","0.0","43","47","37","   50","   50","19.9","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-07","7.38",,"0.07","0.0","0.0","44","47","41","   50","   50","18.1","21.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-08","12.75",,"0.00","0.0","0.0","43","45","35","  260","  260","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-09","20.13",,"0.00","0.0","0.0","37","43","31","  300","  290","36.0","44.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-10","12.30",,"0.00","0.0","0.0","33","39","30","  260","  300","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-11","6.04",,"0.02","0.3","0.0","33","36","28","  200","  200","15.0","18.1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-12","11.86",,"0.60","0.0","0.0","42","48","34","  190","  200","23.0","27.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-13","8.50",,"0.00","0.0","0.0","41","44","37","  320","  320","17.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-14","12.53",,"0.00","0.0","0.0","41","45","35","  270","  330","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-15","23.04",,"0.00","0.0","0.0","30","36","21","  310","  310","40.0","50.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-16","13.65",,"0.00","0.0","0.0","22","29","19","  270","  270","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-17","8.50",,"0.74","3.0","2.0","31","40","27","  240","  240","17.0","19.0","    1","    1",,"    1",,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-18","16.11",,"0.05","0.0","0.0","47","60","33","  310","  300","38.0","48.1","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-19","12.53",,"0.00","0.0","0.0","31","33","26","  330","  310","21.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-20","7.61",,"0.00","0.0","0.0","27","35","20","  240","  240","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-21","9.17",,"0.00","0.0","0.0","35","41","30","  250","  260","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-22","13.42",,"0.00","0.0","0.0","42","51","34","  310","  290","29.1","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-23","12.08",,"0.00","0.0","0.0","43","48","38","  330","  330","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-24","10.29",,"0.60","0.0","0.0","42","47","39","  320","  260","16.1","19.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-25","10.51",,"0.00","0.0","0.0","45","52","36","  330","  330","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-26","9.62",,"0.00","0.0","0.0","39","49","31","  160","  170","18.1","23.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-27","14.54",,"0.00","0.0","0.0","54","62","41","  260","  260","23.9","30.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-28","12.97",,"0.00","0.0","0.0","43","43","32","  320","  320","23.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-29","12.08",,"0.36","0.0","0.0","39","48","28","  300","  300","23.9","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-30","17.00",,"0.00","0.0","0.0","39","43","35","  270","  270","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-12-31","18.57",,"0.00","0.0","0.0","38","45","33","  200","  190","38.0","46.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-01","9.84",,"0.00","0.0","0.0","46","52","34","  290","  270","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-02","10.07",,"0.31","0.0","0.0","40","43","34","   50","   60","16.1","19.0","    1",,,"    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-03","13.42",,"0.46","0.0","0.0","43","46","41","   60","   50","21.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-04","17.67",,"0.00","0.0","0.0","46","55","35","  290","  270","29.1","40.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-05","17.67",,"0.00","0.0","0.0","34","35","28","  260","  280","31.1","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-06","8.72",,"0.03","1.1","1.2","32","36","27","  330","  310","17.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-07","16.11",,"0.22","8.2","0.0","25","27","21","  340","  350","29.1","35.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-08","18.34",,"0.00","0.0","7.9","21","26","18","  320","  310","29.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-09","11.18",,"0.00","0.0","7.1","20","24","13","  240","  300","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-10","7.83",,"0.00","0.0","5.9","27","47","20","  170","  180","25.1","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-11","11.63",,"0.46","0.0","1.2","45","51","41","  210","  210","23.9","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-12","11.41",,"0.10","0.0","1.2","50","61","46","  230","  220","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-13","16.78",,"0.00","0.0","0.0","50","58","34","  320","  320","29.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-14","5.82",,"0.15","1.8","0.0","32","34","28","   10","   10","14.1","15.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-15","8.28",,"0.00","0.0","2.0","35","41","30","  360","  350","14.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-16","6.71",,"0.00","0.0","0.0","35","42","28","  240","  240","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-17","7.38",,"0.59","0.0","0.0","40","43","39","  240","  240","15.0","18.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-18","10.74",,"0.09","0.0","0.0","41","42","40","   20","   40","16.1","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-19","8.50",,"0.00","0.0","0.0","43","54","37","  320","  320","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-20","5.59",,"0.08","0.0","0.0","44","46","42","   40","   60","12.1","14.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-21","8.50",,"0.00","0.0","0.0","44","47","42","  250","  250","14.1","17.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-22","8.95",,"0.01","0.0","0.0","46","54","43","   60","   80","28.0","34.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-23","25.05",,"0.84","0.0","0.0","44","47","38","   50","   50","36.9","47.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-24","21.70",,"1.22","0.0","0.0","38","40","38","   40","   50","40.0","52.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-25","14.76",,"0.00","0.0","0.0","42","51","37","  310","  300","29.1","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-26","14.76",,"0.03","0.0","0.0","45","55","42","  290","  290","35.1","42.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-27","20.80",,"0.00","0.0","0.0","42","46","36","  260","  260","29.1","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-28","17.67",,"0.00","0.0","0.0","37","40","34","  250","  250","28.0","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-29","11.63",,"0.00","0.0","0.0","38","46","30","  270","  270","21.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-30","12.53",,"0.00","0.0","0.0","36","39","30","  310","  310","23.0","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-01-31","6.26",,"0.05","0.6","0.0","30","32","26","   90","  320","14.1","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-01","12.53",,"0.00","0.0","0.0","38","48","27","  270","  270","21.9","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-02","11.86",,"0.00","0.0","0.0","40","47","32","  290","  290","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-03","13.20",,"0.00","0.0","0.0","32","34","26","  310","  280","29.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-04","14.99",,"0.00","0.0","0.0","29","35","23","  320","  290","30.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-05","12.97",,"0.00","0.0","0.0","35","42","30","  210","  210","25.1","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-06","10.74",,"0.00","0.0","0.0","42","48","36","  300","  290","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-07","6.93",,"0.10","0.0","0.0","40","44","35","   30","   30","16.1","18.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-08","8.72",,"0.00","0.0","0.0","48","65","39","  360","  350","19.9","23.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-09","23.04",,"0.74","8.3","1.2","35","44","19","  310","  300","38.0","48.1","    1",,,"    1",,,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-10","16.11",,"0.00","0.0","7.9","24","31","20","  270","  270","23.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-11","6.93",,"0.00","0.0","5.9","37","45","30","  210","  210","16.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-12","10.74",,"0.40","0.1","5.1","36","37","32","   60","  330","21.0","23.9","    1",,,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2017-02-13","25.72",,"0.00","0.0","3.9","37","39","31","  300","  300","44.1","62.0",,,,,,,,
